Unidades Curriculares,Código Fénix,"Nova Codificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Introdução aos Estudos Asiáticos,78745,HIS1009,TP1 - ZOOM,S1,António Eduardo Hawthorne Barrento/Elisabetta Colla Rosado Coelho David/Luís Filipe Sousa Barreto,,,,,11:00-12:30,
Introdução aos Estudos Asiáticos,78745,HIS1009,TP1A,S1,António Eduardo Hawthorne Barrento/Elisabetta Colla Rosado Coelho David/Luís Filipe Sousa Barreto,,,,09:30-11:00,,
Introdução aos Estudos Asiáticos,78745,HIS1009,TP1B,S1,António Eduardo Hawthorne Barrento/Elisabetta Colla Rosado Coelho David/Luís Filipe Sousa Barreto,,,,11:00-12:30,,
Introdução às Arqueociências,76288,HIS2141,TP1,S1,Cleia Detry Cardoso e Cunha,,,,12:30-14:00,,
Introdução às Arqueociências,76288,HIS2141,TP1 - ZOOM,S1,Cleia Detry Cardoso e Cunha,,,12:30-14:00,,,
Introdução às Artes Asiáticas,78756,HIS1013,TP1 - ZOOM,S1,Elisabetta Colla Rosado Coelho David,,,12:30-14:00,,,
Introdução às Artes Asiáticas,78756,HIS1013,TP1A,S1,Elisabetta Colla Rosado Coelho David,11:00-12:30,,,,,
Introdução às Artes Asiáticas,78756,HIS1013,TP1B,S1,Elisabetta Colla Rosado Coelho David,12:30-14:00,,,,,
Introdução às Ciências do Património,77730,HIS1014,TP1 - ZOOM,S2,Clara Maria Martins de Moura Soares,08:00-09:30,,,,,
Introdução às Ciências do Património,77730,HIS1014,TP1A,S2,Clara Maria Martins de Moura Soares,,08:00-09:30,,,,
Introdução às Ciências do Património,77730,HIS1014,TP1B,S2,Clara Maria Martins de Moura Soares,,09:30-11:00,,,,
Introdução às Literaturas Asiáticas,78633,LAC2221,TP1 - ZOOM,S2,Elisabetta Colla Rosado Coelho David,,,,,09:30-11:00,
Introdução às Literaturas Asiáticas,78633,LAC2221,TP1A,S2,Elisabetta Colla Rosado Coelho David,,,,09:30-11:00,,
Introdução às Literaturas Asiáticas,78633,LAC2221,TP1B,S2,Elisabetta Colla Rosado Coelho David,,,,11:00-12:30,,
Introdução às Literaturas Eslavas,86066,LAC2222,TP1,S1,Anna Nemcova de Almeida/Jayanti Dutta/Katja Perusko/Lucyna Boryczko/Mateja Rozman,,,,12:30-14:00,,
Introdução às Literaturas Eslavas,86066,LAC2222,TP1 - ZOOM,S1,Anna Nemcova de Almeida/Jayanti Dutta/Katja Perusko/Lucyna Boryczko/Mateja Rozman,,,,,12:30-14:00,
Introdução às Religiões da Ásia,78883,HIS1016,TP1 - ZOOM,S2,António Eduardo Hawthorne Barrento,,08:00-09:30,,,,
Introdução às Religiões da Ásia,78883,HIS1016,TP1A,S2,António Eduardo Hawthorne Barrento,11:00-12:30,,,,,
Introdução às Religiões da Ásia,78883,HIS1016,TP1B,S2,António Eduardo Hawthorne Barrento,12:30-14:00,,,,,
Italiano - Conversação e Cultura,87265,LIN2092,TP1,S2,Docente a Indicar,12:30-14:00,,,,,
Italiano - Conversação e Cultura,87265,LIN2092,TP1 - ZOOM,S2,Docente a Indicar,,,12:30-14:00,,,
Italiano A1,86000,LLE1111,TP1,S1,Chiara Baldin,,09:30-11:00,,09:30-11:00,,
Italiano A1,86000,LLE1111,TP1 e TP2 - ZOOM,S1,Chiara Baldin,,,,,09:30-11:00,
Italiano A1,86000,LLE1111,TP2,S1,Chiara Baldin,,11:00-12:30,,11:00-12:30,,
Italiano A1,86000,LLE1111,TP3,S1,Gaspare Antonino Trapani,,12:30-14:00,,12:30-14:00,,
Italiano A1,86000,LLE1111,TP3 - ZOOM,S1,Gaspare Antonino Trapani,,,,,12:30-14:00,
Italiano A1,86000,LLE1111,TP4,S1,Docente a Indicar,14:00-15:30,,14:00-15:30,,,
Italiano A1,86000,LLE1111,TP4 e TP5 - ZOOM,S1,Docente a Indicar,,,,14:00-15:30,,
Italiano A1,86000,LLE1111,TP5,S1,Docente a Indicar,17:00-18:30,,17:00-18:30,,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Italiano A1,86000,LLE1111,TP6,S2,Gaspare Antonino Trapani,,09:30-11:00,,09:30-11:00,,
Italiano A1,86000,LLE1111,TP6 - ZOOM,S2,Gaspare Antonino Trapani,,,,,09:30-11:00,
Italiano A2,86011,LLE1112,TP1,S1,Gaspare Antonino Trapani,,09:30-11:00,,09:30-11:00,,
Italiano A2,86011,LLE1112,TP1 - ZOOM,S1,Gaspare Antonino Trapani,,,,,09:30-11:00,
Italiano A2,86011,LLE1112,TP2,S2,Debora Ricci,,,14:00-15:30,14:00-15:30,,
Italiano A2,86011,LLE1112,TP2 - ZOOM,S2,Debora Ricci,,14:00-15:30,,,,
Italiano A2,86011,LLE1112,TP3,S2,Gaspare Antonino Trapani,,12:30-14:00,,12:30-14:00,,
Italiano A2,86011,LLE1112,TP3 - ZOOM,S2,Gaspare Antonino Trapani,,,,,11:00-12:30,
Italiano A2,86011,LLE1112,TP4,S2,Docente a Indicar,08:00-09:30,,08:00-09:30,,,
Italiano A2,86011,LLE1112,TP4 e TP5 - ZOOM,S2,Docente a Indicar,,,,,08:00-09:30,
Italiano A2,86011,LLE1112,TP5,S2,Docente a Indicar,09:30-11:00,,09:30-11:00,,,
Italiano B1,87236,LLE2111,TP1,S1,Chiara Baldin,,12:30-14:00,,12:30-14:00,,
Italiano B1,87236,LLE2111,TP1 - ZOOM,S1,Chiara Baldin,,,,,12:30-14:00,
Italiano B1,87236,LLE2111,TP2,S1,Docente a Indicar,15:30-17:00,,15:30-17:00,,,
Italiano B1,87236,LLE2111,TP2 - ZOOM,S1,Docente a Indicar,,,,15:30-17:00,,
Italiano B1,87236,LLE2111,TP3,S2,Docente a Indicar,,08:00-09:30,,08:00-09:30,,
Italiano B1,87236,LLE2111,TP3 - ZOOM,S2,Docente a Indicar,,,,,09:30-11:00,
Italiano B2,87240,LLE2112,TP1,S1,Docente a Indicar,,08:00-09:30,,08:00-09:30,,
Italiano B2,87240,LLE2112,TP1 - ZOOM,S1,Docente a Indicar,,,,,08:00-09:30,
Italiano B2,87240,LLE2112,TP2,S2,Debora Ricci,,,15:30-17:00,15:30-17:00,,
Italiano B2,87240,LLE2112,TP2 - ZOOM,S2,Debora Ricci,,15:30-17:00,,,,
Italiano C1,LLE3111,LLE3111,TP1,S2,Debora Ricci,,,17:00-18:30,17:00-18:30,,
Italiano C1,LLE3111,LLE3111,TP1 - ZOOM,S2,Debora Ricci,,17:00-18:30,,,,
Italiano C2.1,87263,LLE3114,TP1,S1,Gaspare Antonino Trapani,,11:00-12:30,,11:00-12:30,,
Italiano C2.1,87263,LLE3114,TP1 - ZOOM,S1,Gaspare Antonino Trapani,,,,,11:00-12:30,
Italiano C2.2,87264,LLE3115,TP1,S2,Gaspare Antonino Trapani,,11:00-12:30,,11:00-12:30,,
Italiano C2.2,87264,LLE3115,TP1 - ZOOM,S2,Gaspare Antonino Trapani,,,,,12:30-14:00,
Japonês I,98804,LLE1121,TP1,S1,Akiyo Matsumoto,08:00-09:30,,08:00-09:30,,,
Japonês I,98804,LLE1121,TP1 - ZOOM,S1,Akiyo Matsumoto,,,,,08:00-09:30,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Japonês I,98804,LLE1121,TP2,S1,Akiyo Matsumoto,,08:00-09:30,,08:00-09:30,,
Japonês I,98804,LLE1121,TP2 - ZOOM,S1,Akiyo Matsumoto,,,,,09:30-11:00,
Japonês II,98815,LLE1122,TP1,S2,Akiyo Matsumoto,,08:00-09:30,,08:00-09:30,,
Japonês II,98815,LLE1122,TP1 - ZOOM,S2,Akiyo Matsumoto,08:00-09:30,,,,,
Japonês II,98815,LLE1122,TP2,S2,Akiyo Matsumoto,,,08:00-09:30,,08:00-09:30,
Japonês II,98815,LLE1122,TP2 - ZOOM,S2,Akiyo Matsumoto,09:30-11:00,,,,,
Japonês III,99026,LLE2121,TP1,S1,Yokoki Tokuhisa,,,14:00-15:30,,14:00-15:30,
Japonês III,99026,LLE2121,TP1 - ZOOM,S1,Yokoki Tokuhisa,14:00-15:30,,,,,
Japonês IV,99030,LLE2122,TP1,S2,Yokoki Tokuhisa,,,12:30-14:00,,12:30-14:00,
Japonês IV,99030,LLE2122,TP1 - ZOOM,S2,Yokoki Tokuhisa,12:30-14:00,,,,,
Japonês V,99120,LLE3121,TP1,S1,Yokoki Tokuhisa,,,17:00-18:30,,17:00-18:30,
Japonês V,99120,LLE3121,TP1 - ZOOM,S1,Yokoki Tokuhisa,17:00-18:30,,,,,
Japonês VI,99131,LLE3122,TP1,S2,Yokoki Tokuhisa,,,15:30-17:00,,15:30-17:00,
Japonês VI,99131,LLE3122,TP1 - ZOOM,S2,Yokoki Tokuhisa,15:30-17:00,,,,,
Latim I,41031,LLE1133,TP1,S1,Bernardo Machado Mota,,15:30-17:00,,15:30-17:00,,
Latim I,41031,LLE1133,TP1 - ZOOM,S1,Bernardo Machado Mota,15:30-17:00,,,,,
Latim I,41031,LLE1133,TP2,S1,Catarina Isabel Sousa Gaspar,,11:00-12:30,11:00-12:30,,,
Latim I,41031,LLE1133,TP2 - ZOOM,S1,Catarina Isabel Sousa Gaspar,11:00-12:30,,,,,
Latim II,41042,LLE1134,TP1,S2,André Filipe Veloso Nunes Simões,14:00-15:30,,14:00-15:30,,,
Latim II,41042,LLE1134,TP1 e TP2 - ZOOM,S2,André Filipe Veloso Nunes Simões,,,,11:00-12:30,,
Latim II,41042,LLE1134,TP2,S2,André Filipe Veloso Nunes Simões,17:00-18:30,,17:00-18:30,,,
Latim III,41154,LLE2133,TP1 - Para 2.o Ano,S1,Ana Maria dos Santos Lóio,,15:30-17:00,15:30-17:00,,,
Latim III,41154,LLE2133,TP1 - Para 2.o Ano ZOOM,S1,Ana Maria dos Santos Lóio,15:30-17:00,,,,,
Latim III,41154,LLE2133,TP2 - Para 3.o Ano,S1,Luís Manuel Gaspar Cerqueira,17:00-18:30,17:00-18:30,,,,
Latim III,41154,LLE2133,TP2 - Para 3.o Ano - ZOOM,S1,Luís Manuel Gaspar Cerqueira,,,,,17:00-18:30,
Latim IV,41165,LLE2134,TP1 - Para 2.o Ano,S2,Rodrigo Miguel Correia Furtado,14:00-15:30,,,14:00-15:30,,
Latim IV,41165,LLE2134,TP1 - Para 2.o Ano - ZOOM,S2,Rodrigo Miguel Correia Furtado,,,,,14:00-15:30,
Latim IV,41165,LLE2134,TP2 - Para 3.o Ano,S2,Paulo Jorge Farmhouse Simões Alberto,,14:00-15:30,14:00-15:30,,,
Latim IV,41165,LLE2134,TP2 - Para 3.o Ano ZOOM,S2,Paulo Jorge Farmhouse Simões Alberto,,,,14:00-15:30,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Leituras Orientadas,98115,LAC2071,TP1 - ZOOM,S1,Ricardo Gil Soeiro,,,,09:30-11:00,,
Leituras Orientadas,98115,LAC2071,TP1A,S1,Ricardo Gil Soeiro,,,,,08:00-09:30,
Leituras Orientadas,98115,LAC2071,TP1B,S1,Ricardo Gil Soeiro,,,,,09:30-11:00,
Léxico,86246,LIN2021,TP1 - ZOOM,S1,Margarita Maria Correia Ferreira,,14:00-15:30,,,,
Léxico,86246,LIN2021,TP1A,S1,Margarita Maria Correia Ferreira,,,,12:30-14:00,,
Léxico,86246,LIN2021,TP1B,S1,Margarita Maria Correia Ferreira,,,,14:00-15:30,,
Léxico,86246,LIN2021,TP2 - ZOOM,S2,Alina Maria dos Santos Mártires Villalva,,,17:00-18:30,,,
Léxico,86246,LIN2021,TP2A,S2,Alina Maria dos Santos Mártires Villalva,,15:30-17:00,,,,
Léxico,86246,LIN2021,TP2B,S2,Alina Maria dos Santos Mártires Villalva,,17:00-18:30,,,,
Língua Africana I [Changana],LE1143,LE1143,TP1,S1,Precilda Carolinda Nhate Sitole,,08:00-09:30,,,08:00-09:30,
Língua Africana I [Changana],LE1143,LE1143,TP1 - ZOOM,S1,Precilda Carolinda Nhate Sitole,08:00-09:30,,,,,
Língua Africana II [Changana],LE1144,LE1144,TP1,S2,Precilda Carolinda Nhate Sitole,09:30-11:00,09:30-11:00,,,,
Língua Africana II [Changana],LE1144,LE1144,TP1 - ZOOM,S2,Precilda Carolinda Nhate Sitole,,,,09:30-11:00,,
Língua e Cultura Arménias I (A1.1),87230,LLE1151,TP1,S1,Lia Khachikyan,,18:30-20:00,18:30-20:00,,,
Língua e Cultura Arménias I (A1.1),87230,LLE1151,TP1 - ZOOM,S1,Lia Khachikyan,,,,18:30-20:00,,
Língua e Cultura Arménias II (A1.2),87231,LLE1152,TP1,S2,Lia Khachikyan,,18:30-20:00,18:30-20:00,,,
Língua e Cultura Arménias II (A1.2),87231,LLE1152,TP1 - ZOOM,S2,Lia Khachikyan,,,,18:30-20:00,,
Língua e Cultura Arménias III (A2),87232,LLE1153,TP1,S1,Lia Khachikyan,,17:00-18:30,17:00-18:30,,,
Língua e Cultura Arménias III (A2),87232,LLE1153,TP1 - ZOOM,S1,Lia Khachikyan,,,,17:00-18:30,,
Língua e Cultura Arménias IV (B1.1),87233,LLE2151,TP1,S2,Lia Khachikyan,,17:00-18:30,17:00-18:30,,,
Língua e Cultura Arménias IV (B1.1),87233,LLE2151,TP1 - ZOOM,S2,Lia Khachikyan,,,,17:00-18:30,,
Língua e Cultura Búlgaras I (A1.1),86441,LLE1161,TP1,S1,Antonia Radkova,18:30-20:00,18:30-20:00,,,,
Língua e Cultura Búlgaras I (A1.1),86441,LLE1161,TP1 - ZOOM,S1,Antonia Radkova,,,18:30-20:00,,,
Língua e Cultura Búlgaras II (A1.2),86452,LLE1162,TP1,S2,Antonia Radkova,20:00-21:30,20:00-21:30,,,,
Língua e Cultura Búlgaras II (A1.2),86452,LLE1162,TP1 - ZOOM,S2,Antonia Radkova,,,20:00-21:30,,,
Língua e Cultura Búlgaras III (A2.1),86463,LLE1163,TP1,S1,Antonia Radkova,17:00-18:30,17:00-18:30,,,,
Língua e Cultura Búlgaras III (A2.1),86463,LLE1163,TP1 - ZOOM,S1,Antonia Radkova,,,17:00-18:30,,,
Língua e Cultura Búlgaras IV (A2.2),86474,LLE1164,TP1,S2,Antonia Radkova,18:30-20:00,18:30-20:00,,,,
Língua e Cultura Búlgaras IV (A2.2),86474,LLE1164,TP1 - ZOOM,S2,Antonia Radkova,,,18:30-20:00,,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Língua e Cultura Búlgaras V (B1.1),86485,LLE2161,TP1,S1,Antonia Radkova,20:00-21:30,20:00-21:30,,,,
Língua e Cultura Búlgaras V (B1.1),86485,LLE2161,TP1 - ZOOM,S1,Antonia Radkova,,,20:00-21:30,,,
Língua e Cultura Búlgaras VI (B1.2),86496,LLE2162,TP1,S2,Antonia Radkova,17:00-18:30,17:00-18:30,,,,
Língua e Cultura Búlgaras VI (B1.2),86496,LLE2162,TP1 - ZOOM,S2,Antonia Radkova,,,17:00-18:30,,,
Língua e Cultura Checas I (A1.1),85515,LLE1171,TP1,S1,Pavlína Vondrácková,,,,18:30-20:00,18:30-20:00,
Língua e Cultura Checas I (A1.1),85515,LLE1171,TP1 - ZOOM,S1,Pavlína Vondrácková,,,18:30-20:00,,,
Língua e Cultura Checas II (A1.2),85526,LLE1172,TP1,S2,Pavlína Vondrácková,,,,18:30-20:00,18:30-20:00,
Língua e Cultura Checas II (A1.2),85526,LLE1172,TP1 - ZOOM,S2,Pavlína Vondrácková,,,18:30-20:00,,,
Língua e Cultura Checas III (A2.1),85881,LLE1173,TP1,S1,Pavlína Vondrácková,,,,15:30-17:00,15:30-17:00,
Língua e Cultura Checas III (A2.1),85881,LLE1173,TP1 - ZOOM,S1,Pavlína Vondrácková,,,15:30-17:00,,,
Língua e Cultura Checas IV (A2.2),85892,LLE1174,TP1,S2,Pavlína Vondrácková,,,,15:30-17:00,15:30-17:00,
Língua e Cultura Checas IV (A2.2),85892,LLE1174,TP1 - ZOOM,S2,Pavlína Vondrácková,,,15:30-17:00,,,
Língua e Cultura Checas V  (B1.1),86505,LLE2171,TP1,S1,Pavlína Vondrácková,,,,17:00-18:30,17:00-18:30,
Língua e Cultura Checas V  (B1.1),86505,LLE2171,TP1 - ZOOM,S1,Pavlína Vondrácková,,,17:00-18:30,,,
Língua e Cultura Checas VI (B1.2),86516,LLE2172,TP1,S2,Pavlína Vondrácková,,,,17:00-18:30,17:00-18:30,
Língua e Cultura Checas VI (B1.2),86516,LLE2172,TP1 - ZOOM,S2,Pavlína Vondrácková,,,17:00-18:30,,,
Língua e Cultura Croatas I,87210,LLE1181,TP1,S1,Katja Perusko,,,,18:30-20:00,18:30-20:00,
Língua e Cultura Croatas I,87210,LLE1181,TP1 - ZOOM,S1,Katja Perusko,,,18:30-20:00,,,
Língua e Cultura Croatas II,87220,LLE1182,TP1,S2,Katja Perusko,,,,18:30-20:00,18:30-20:00,
Língua e Cultura Croatas II,87220,LLE1182,TP1 - ZOOM,S2,Katja Perusko,,,18:30-20:00,,,
Língua e Cultura Croatas III,87221,LLE1183,TP1,S1,Katja Perusko,,,,17:00-18:30,17:00-18:30,
Língua e Cultura Croatas III,87221,LLE1183,TP1 - ZOOM,S1,Katja Perusko,,,17:00-18:30,,,
Língua e Cultura Croatas IV,87222,LLE1184,TP1,S2,Katja Perusko,,,,17:00-18:30,17:00-18:30,
Língua e Cultura Croatas IV,87222,LLE1184,TP1 - ZOOM,S2,Katja Perusko,,,17:00-18:30,,,
Língua e Cultura Croatas V,87223,LLE2181,TP1,S1,Katja Perusko,,,,15:30-17:00,15:30-17:00,
Língua e Cultura Croatas V,87223,LLE2181,TP1 - ZOOM,S1,Katja Perusko,,,15:30-17:00,,,
Língua e Cultura Croatas VI,87224,LLE2182,TP1,S2,Katja Perusko,,,,15:30-17:00,15:30-17:00,
Língua e Cultura Croatas VI,87224,LLE2182,TP1 - ZOOM,S2,Katja Perusko,,,15:30-17:00,,,
Língua e Cultura Eslovenas I (A1.1),85203,LLE1191,TP1,S1,Mateja Rozman,,17:00-18:30,17:00-18:30,,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Língua e Cultura Eslovenas I (A1.1),85203,LLE1191,TP1 - ZOOM,S1,Mateja Rozman,,,,17:00-18:30,,
Língua e Cultura Eslovenas II (A1.2),85214,LLE1192,TP1,S2,Mateja Rozman,,17:00-18:30,17:00-18:30,,,
Língua e Cultura Eslovenas II (A1.2),85214,LLE1192,TP1 - ZOOM,S2,Mateja Rozman,,,,17:00-18:30,,
Língua e Cultura Eslovenas III (A2.1),85901,LLE1193,TP1,S1,Mateja Rozman,,18:30-20:00,18:30-20:00,,,
Língua e Cultura Eslovenas III (A2.1),85901,LLE1193,TP1 - ZOOM,S1,Mateja Rozman,,,,18:30-20:00,,
Língua e Cultura Eslovenas IV (A2.2),85912,LLE1194,TP1,S2,Mateja Rozman,,18:30-20:00,18:30-20:00,,,
Língua e Cultura Eslovenas IV (A2.2),85912,LLE1194,TP1 - ZOOM,S2,Mateja Rozman,,,,18:30-20:00,,
Língua e Cultura Eslovenas V  (B1.1),86520,LLE2191,TP1,S1,Mateja Rozman,,15:30-17:00,15:30-17:00,,,
Língua e Cultura Eslovenas V  (B1.1),86520,LLE2191,TP1 - ZOOM,S1,Mateja Rozman,,,,15:30-17:00,,
Língua e Cultura Eslovenas VI (B1.2),86531,LLE2192,TP1,S2,Mateja Rozman,,15:30-17:00,15:30-17:00,,,
Língua e Cultura Eslovenas VI (B1.2),86531,LLE2192,TP1 - ZOOM,S2,Mateja Rozman,,,,15:30-17:00,,
Língua e Cultura Persas I (A1.1),86044,LLE1201,TP1,S1,Sépideh Radfar,18:30-20:00,18:30-20:00,,,,
Língua e Cultura Persas I (A1.1),86044,LLE1201,TP1 - ZOOM,S1,Sépideh Radfar,,,,18:30-20:00,,
Língua e Cultura Persas II (A1.2),86055,LLE1202,TP1,S2,Sépideh Radfar,18:30-20:00,18:30-20:00,,,,
Língua e Cultura Persas II (A1.2),86055,LLE1202,TP1 - ZOOM,S2,Sépideh Radfar,,,18:30-20:00,,,
Língua e Cultura Persas III (A2.1),86766,LLE1203,TP1,S1,Sépideh Radfar,17:00-18:30,17:00-18:30,,,,
Língua e Cultura Persas III (A2.1),86766,LLE1203,TP1 - ZOOM,S1,Sépideh Radfar,,,,17:00-18:30,,
Língua e Cultura Persas IV (A2.2),86770,LLE1204,TP1,S2,Sépideh Radfar,17:00-18:30,17:00-18:30,,,,
Língua e Cultura Persas IV (A2.2),86770,LLE1204,TP1 - ZOOM,S2,Sépideh Radfar,,,17:00-18:30,,,
Língua e Cultura Persas V (B1.1),87093,LLE2201,TP1,S1,Sépideh Radfar,20:00-21:30,20:00-21:30,,,,
Língua e Cultura Persas V (B1.1),87093,LLE2201,TP1 - ZOOM,S1,Sépideh Radfar,,,,20:00-21:30,,
Língua e Cultura Persas VI (B1.2),87102,LLE2202,TP1,S2,Sépideh Radfar,20:00-21:30,20:00-21:30,,,,
Língua e Cultura Persas VI (B1.2),87102,LLE2202,TP1 - ZOOM,S2,Sépideh Radfar,,,20:00-21:30,,,
Língua e Cultura Polacas I (A1.1),84865,LLE1211,TP1,S1,Lucyna Boryczko,18:30-20:00,18:30-20:00,,,,
Língua e Cultura Polacas I (A1.1),84865,LLE1211,TP1 - ZOOM,S1,Lucyna Boryczko,,,,18:30-20:00,,
Língua e Cultura Polacas II (A1.2),84876,LLE1212,TP1,S2,Lucyna Boryczko,18:30-20:00,18:30-20:00,,,,
Língua e Cultura Polacas II (A1.2),84876,LLE1212,TP1 - ZOOM,S2,Lucyna Boryczko,,,,18:30-20:00,,
Língua e Cultura Polacas III (A2.1),85495,LLE1213,TP1,S1,Lucyna Boryczko,17:00-18:30,17:00-18:30,,,,
Língua e Cultura Polacas III (A2.1),85495,LLE1213,TP1 - ZOOM,S1,Lucyna Boryczko,,,,17:00-18:30,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Língua e Cultura Polacas IV (A2.2),85504,LLE1214,TP1,S2,Lucyna Boryczko,17:00-18:30,17:00-18:30,,,,
Língua e Cultura Polacas IV (A2.2),85504,LLE1214,TP1 - ZOOM,S2,Lucyna Boryczko,,,,17:00-18:30,,
Língua e Cultura Polacas V (B1.1),86542,LLE2211,TP1,S1,Lucyna Boryczko,15:30-17:00,15:30-17:00,,,,
Língua e Cultura Polacas V (B1.1),86542,LLE2211,TP1 - ZOOM,S1,Lucyna Boryczko,,,,15:30-17:00,,
Língua e Cultura Polacas VI (B1.2),86553,LLE2212,TP1,S2,Lucyna Boryczko,15:30-17:00,15:30-17:00,,,,
Língua e Cultura Polacas VI (B1.2),86553,LLE2212,TP1 - ZOOM,S2,Lucyna Boryczko,,,,15:30-17:00,,
Língua e Cultura Romenas A1.1,86150,LLE1222,TP1,S1,Roxana Stela Ciolaneanu,,09:30-11:00,09:30-11:00,,,
Língua e Cultura Romenas A1.1,86150,LLE1222,TP1 - ZOOM,S1,Roxana Stela Ciolaneanu,,,,09:30-11:00,,
Língua e Cultura Romenas A1.2,86151,LLE1223,TP1,S2,Roxana Stela Ciolaneanu,,09:30-11:00,09:30-11:00,,,
Língua e Cultura Romenas A1.2,86151,LLE1223,TP1 - ZOOM,S2,Roxana Stela Ciolaneanu,,,,09:30-11:00,,
Língua e Cultura Romenas A2,86156,LLE1224,TP1,S1,Roxana Stela Ciolaneanu,,11:00-12:30,11:00-12:30,,,
Língua e Cultura Romenas A2,86156,LLE1224,TP1 - ZOOM,S1,Roxana Stela Ciolaneanu,,,,11:00-12:30,,
Língua e Cultura Romenas B1.1,86160,LLE2221,TP1,S2,Roxana Stela Ciolaneanu,,11:00-12:30,11:00-12:30,,,
Língua e Cultura Romenas B1.1,86160,LLE2221,TP1 - ZOOM,S2,Roxana Stela Ciolaneanu,,,,11:00-12:30,,
Língua e Cultura Romenas B1.2,86171,LLE2222,TP1,S1,Roxana Stela Ciolaneanu,,15:30-17:00,15:30-17:00,,,
Língua e Cultura Romenas B1.2,86171,LLE2222,TP1 - ZOOM,S1,Roxana Stela Ciolaneanu,,,,15:30-17:00,,
Língua e Cultura Romenas B2,87214,LLE2223,TP1,S2,Roxana Stela Ciolaneanu,,12:30-14:00,12:30-14:00,,,
Língua e Cultura Romenas B2,87214,LLE2223,TP1 - ZOOM,S2,Roxana Stela Ciolaneanu,,,,12:30-14:00,,
Língua e Cultura Russas I (A1.1),84402,LLE1231,TP1,S1,Ana Carina Fernandes dos Santos Prokopyshyn,17:00-18:30,,17:00-18:30,,,
Língua e Cultura Russas I (A1.1),84402,LLE1231,TP1 - ZOOM,S1,Ana Carina Fernandes dos Santos Prokopyshyn,,,,17:00-18:30,,
Língua e Cultura Russas I (A1.1),84402,LLE1231,TP2,S1,Ana Carina Fernandes dos Santos Prokopyshyn,18:30-20:00,,18:30-20:00,,,
Língua e Cultura Russas I (A1.1),84402,LLE1231,TP2 - ZOOM,S1,Ana Carina Fernandes dos Santos Prokopyshyn,,,,18:30-20:00,,
Língua e Cultura Russas II (A1.2),84413,LLE1232,TP1,S2,Ana Carina Fernandes dos Santos Prokopyshyn,18:30-20:00,,18:30-20:00,,,
Língua e Cultura Russas II (A1.2),84413,LLE1232,TP1 - ZOOM,S2,Ana Carina Fernandes dos Santos Prokopyshyn,,,,18:30-20:00,,
Língua e Cultura Russas III (A2.1),84424,LLE1233,TP1,S1,Jayanti Dutta,18:30-20:00,,18:30-20:00,,,
Língua e Cultura Russas III (A2.1),84424,LLE1233,TP1 - ZOOM,S1,Jayanti Dutta,,,,18:30-20:00,,
Língua e Cultura Russas IV (A2.2),84435,LLE1234,TP1,S2,Jayanti Dutta,18:30-20:00,,18:30-20:00,,,
Língua e Cultura Russas IV (A2.2),84435,LLE1234,TP1 - ZOOM,S2,Jayanti Dutta,,,,18:30-20:00,,
Língua e Cultura Russas V (B1.1),86564,LLE2231,TP1,S1,Jayanti Dutta,20:00-21:30,,20:00-21:30,,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Língua e Cultura Russas V (B1.1),86564,LLE2231,TP1 - ZOOM,S1,Jayanti Dutta,,,,20:00-21:30,,
Língua e Cultura Russas VI (B1.2),86575,LLE2232,TP1,S2,Nailia Rafikovna Baldé,,,18:30-20:00,,18:30-20:00,
Língua e Cultura Russas VI (B1.2),86575,LLE2232,TP1 - ZOOM,S2,Nailia Rafikovna Baldé,,18:30-20:00,,,,
Língua e Cultura Russas VII (B2.1),86576,LLE2233,TP1,S1,Nailia Rafikovna Baldé,,,17:00-18:30,,17:00-18:30,
Língua e Cultura Russas VII (B2.1),86576,LLE2233,TP1 - ZOOM,S1,Nailia Rafikovna Baldé,,17:00-18:30,,,,
Língua e Cultura Russas VIII (B2.2),86577,LLE2234,TP1,S2,Nailia Rafikovna Baldé,,,17:00-18:30,,17:00-18:30,
Língua e Cultura Russas VIII (B2.2),86577,LLE2234,TP1 - ZOOM,S2,Nailia Rafikovna Baldé,,17:00-18:30,,,,
Língua e Cultura Turcas I,84641,LLE1241,TP1,S1,Seniye Vural,,,15:30-17:00,,15:30-17:00,
Língua e Cultura Turcas I,84641,LLE1241,TP1 - ZOOM,S1,Seniye Vural,,15:30-17:00,,,,
